ID;RESOURCE;PROPERTY;VOICEOVER;KEY;BR;CZ;RU;AR;TR;CN;PL;IT;FR;DE;ZH;ESMX;EN;KR;ES;JP;HU
2116744678;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744679;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744680;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744681;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744682;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744683;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_geralt_yen_gp.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744684;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744685;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744686;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744687;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744688;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744689;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744690;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744691;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744692;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744693;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744694;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744695;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744696;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744697;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744698;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744699;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744700;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744701;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744702;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744703;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744704;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744705;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744706;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_rita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744707;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_toussaint.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744708;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_toussaint.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744709;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06a_yen_toussaint.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744710;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_fake_empty_scene.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744711;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744712;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744713;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744714;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744715;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744716;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744717;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116744718;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116744719;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744720;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744721;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744722;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744723;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744724;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744725;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06b_rita_oxenfurt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744726;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_after_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744727;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_after_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744728;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_after_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744729;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_after_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744730;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_before_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744731;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_before_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744732;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_before_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744733;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_before_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744734;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_before_fire.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744735;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744736;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744737;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116744738;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116744739;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744740;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744741;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744742;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744743;"CStoryScene ""dlc\dlcsted\data\scenes\sted_06c_fire_book.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744744;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_bremervoord_before_fight.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744745;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_bremervoord_before_fight.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744746;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744747;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744748;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744749;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744750;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744751;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744752;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744753;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744754;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744755;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744756;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744757;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744758;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_at_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744759;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_ready_now.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744760;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_ready_now.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744761;"CStoryScene ""dlc\dlcsted\data\scenes\sted_07_ciri_ready_now.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744762;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744763;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744764;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744765;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744766;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116744767;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116744768;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744769;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744770;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744771;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744772;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744773;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744774;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744775;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744776;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744777;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744778;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744779;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744780;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744781;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744782;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744783;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744784;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744785;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744786;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744787;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744788;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744789;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744790;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744791;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744792;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744793;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744794;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744795;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744796;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116744797;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116744798;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744799;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08a_final_mirror.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744800;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08a_final_mirror.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744801;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08a_final_mirror.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744802;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744803;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744804;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744805;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744806;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744807;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744808;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744809;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744810;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744811;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744812;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744813;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744814;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744815;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744816;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744817;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744818;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744819;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744820;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744821;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744822;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744823;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744824;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744825;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744826;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744827;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744828;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744829;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116744830;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116744831;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08e_sex_yen_part1.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744832;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08e_sex_yen_part1.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744833;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08e_sex_yen_part1.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744834;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08e_sex_yen_part2.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744835;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08e_sex_yen_part2.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744836;"CStoryScene ""dlc\dlcsted\data\scenes\sted_fake_gp_scene.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744837;"CStoryScene ""dlc\dlcsted\data\scenes\sted_fake_gp_scene.w2scene""";Line text;????_STED_2116732411;;;;;;;;;;;;;;;;;;
2116744838;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744839;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744840;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744841;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744842;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744843;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744844;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744845;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744846;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744847;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744848;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744849;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744850;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744851;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744852;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744853;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744854;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744855;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744856;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744857;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744858;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744859;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744860;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744861;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744862;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744863;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744864;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744865;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744866;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116744867;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
